"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432518	-2211.25242501641	-2200.6080322345	-2192.32207270041	-2186.05319903214	-2181.4020194955	-2178.05972931673	-2175.77135061249
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432516	-2211.25242501641	-2200.60803223401	-2192.32207270041	-2186.05319879812	-2181.4020194955	-2178.05972931673	-2175.77135061108
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432513	-2211.25242501641	-2200.6080322334	-2192.32207270041	-2186.05319864904	-2181.4020194955	-2178.05972931673	-2175.77135060965
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432511	-2211.25242501641	-2200.60803223264	-2192.32207270041	-2186.05319855436	-2181.4020194955	-2178.05972931673	-2175.77135060821
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.5778643251	-2211.25242501641	-2200.6080322317	-2192.32207270041	-2186.05319849441	-2181.4020194955	-2178.05972931673	-2175.77135060676
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432509	-2211.25242501641	-2200.60803223053	-2192.32207270041	-2186.05319845656	-2181.4020194955	-2178.05972931673	-2175.77135060531
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432508	-2211.25242501641	-2200.60803222907	-2192.32207270041	-2186.05319843274	-2181.4020194955	-2178.05972931673	-2175.77135060384
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432507	-2211.25242501641	-2200.60803222724	-2192.32207270041	-2186.05319841779	-2181.4020194955	-2178.05972931673	-2175.77135060237
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432506	-2211.25242501641	-2200.60803222496	-2192.32207270041	-2186.05319840843	-2181.4020194955	-2178.05972931673	-2175.77135060088
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432506	-2211.25242501641	-2200.6080322221	-2192.32207270041	-2186.0531984026	-2181.4020194955	-2178.05972931673	-2175.77135059939
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432505	-2211.25242501641	-2200.60803221851	-2192.32207270041	-2186.05319839897	-2181.4020194955	-2178.05972931673	-2175.77135059789
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432505	-2211.25242501641	-2200.60803221401	-2192.32207270041	-2186.05319839672	-2181.4020194955	-2178.05972931673	-2175.77135059638
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432505	-2211.25242501641	-2200.60803220835	-2192.32207270041	-2186.05319839533	-2181.4020194955	-2178.05972931673	-2175.77135059486
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432505	-2211.25242501641	-2200.60803220123	-2192.32207270041	-2186.05319839447	-2181.4020194955	-2178.05972931673	-2175.77135059333
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432505	-2211.25242501641	-2200.60803219225	-2192.32207270041	-2186.05319839394	-2181.4020194955	-2178.05972931673	-2175.77135059179
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432505	-2211.25242501641	-2200.60803218092	-2192.32207270041	-2186.05319839362	-2181.4020194955	-2178.05972931673	-2175.77135059024
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432505	-2211.25242501641	-2200.6080321666	-2192.32207270041	-2186.05319839342	-2181.4020194955	-2178.05972931673	-2175.77135058868
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803214848	-2192.32207270041	-2186.05319839331	-2181.4020194955	-2178.05972931673	-2175.77135058711
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803212552	-2192.32207270041	-2186.05319839323	-2181.4020194955	-2178.05972931673	-2175.77135058553
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803209639	-2192.32207270041	-2186.05319839319	-2181.4020194955	-2178.05972931673	-2175.77135058395
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803205937	-2192.32207270041	-2186.05319839316	-2181.4020194955	-2178.05972931673	-2175.77135058236
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803201229	-2192.32207270041	-2186.05319839315	-2181.4020194955	-2178.05972931673	-2175.77135058075
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.6080319523	-2192.32207270041	-2186.05319839314	-2181.4020194955	-2178.05972931673	-2175.77135057914
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803187579	-2192.32207270041	-2186.05319839313	-2181.4020194955	-2178.05972931673	-2175.77135057752
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803177805	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135057588
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803165305	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135057424
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803149294	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135057259
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803128759	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135057093
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803102385	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135056926
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803068463	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135056758
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60803024771	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.7713505659
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60802968411	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.7713505642
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.608028956	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.7713505625
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60802801389	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135056078
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60802679286	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135055905
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.6080252076	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135055732
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60802314564	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135055558
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60802045821	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135055382
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60801694786	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135055206
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.6080123512	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135055029
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60800631511	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135054851
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60799836293	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135054672
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60798784616	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135054492
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60797387392	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135054311
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60795520795	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.7713505413
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60793010308	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135053947
-3511.60251292286	-3058.65175171304	-2821.20461651209	-2665.50142138149	-2554.57872207693	-2471.56650394453	-2407.61466100493	-2357.50665194509	-2317.90675768802	-2286.55006289658	-2261.65642091852	-2241.29340555989	-2224.57786432504	-2211.25242501641	-2200.60789605909	-2192.32207270041	-2186.05319839312	-2181.4020194955	-2178.05972931673	-2175.77135053763
